id,label,parent_label,label_manual,parent_label_manual
53390,Bomber,Vehicle,NULL,NULL
53384,Bomber,Warplane,NULL,NULL
198,Bonfire,Fire,NULL,NULL
197,Bonfire,Flame,Outdoors,NULL
16598,Bonito,Animal,NULL,NULL
16595,Bonito,Fish,NULL,NULL
16591,Bonito,Sea Life,NULL,NULL
16593,Bonito,Tuna,NULL,NULL
2549,Bonnet,Clothing,NULL,NULL
2550,Bonnet,Hat,NULL,NULL
3040,Bonsai,Jar,NULL,NULL
3037,Bonsai,Plant,NULL,NULL
3036,Bonsai,Potted Plant,NULL,NULL
3038,Bonsai,Pottery,NULL,NULL
3039,Bonsai,Tree,NULL,NULL
3041,Bonsai,Vase,NULL,NULL
269997,Booby,Animal,NULL,NULL
269999,Booby,Bird,NULL,NULL
812,Bookcase,Furniture,NULL,NULL
19483,Bookstore,Book,NULL,NULL
19485,Bookstore,Indoors,NULL,NULL
19487,Bookstore,Shop,NULL,NULL
3929,Boot,Clothing,NULL,NULL
3930,Boot,Footwear,NULL,NULL
7555,Boston Bull,Animal,NULL,NULL
7543,Boston Bull,Bulldog,NULL,NULL
7540,Boston Bull,Canine,NULL,NULL
7546,Boston Bull,Dog,NULL,NULL
7552,Boston Bull,Mammal,NULL,NULL
7549,Boston Bull,Pet,NULL,NULL
46442,Boutique,Shop,NULL,NULL
36892,Bow Tie,Accessories,NULL,NULL
36890,Bow Tie,Necktie,NULL,NULL
36894,Bow Tie,Tie,NULL,NULL
105601,Bowling,Person,NULL,NULL
883,Box Turtle,Animal,NULL,NULL
884,Box Turtle,Reptile,NULL,NULL
886,Box Turtle,Sea Life,NULL,NULL
885,Box Turtle,Turtle,NULL,NULL
7306,Boxer,Animal,NULL,NULL
7303,Boxer,Bulldog,NULL,NULL
7300,Boxer,Canine,NULL,NULL
7294,Boxer,Dog,NULL,NULL
7297,Boxer,Mammal,NULL,NULL
7291,Boxer,Pet,NULL,NULL
20861,Boxing,Person,NULL,NULL
20860,Boxing,Sport,NULL,NULL
4502,Boy,Person,NULL,NULL
4998,Bra,Clothing,NULL,NULL
4999,Bra,Lingerie,NULL,NULL
4997,Bra,Underwear,NULL,NULL
16057,Bracelet,Accessories,NULL,NULL
16052,Bracelet,Jewelry,NULL,NULL
10549,Braid,Hair,NULL,NULL
274654,Brain Coral,Animal,NULL,NULL
274647,Brain Coral,Coral Reef,NULL,NULL
274641,Brain Coral,Invertebrate,NULL,NULL
274651,Brain Coral,Nature,NULL,NULL
274649,Brain Coral,Outdoors,NULL,NULL
274639,Brain Coral,Reef,NULL,NULL
274643,Brain Coral,Sea,NULL,NULL
274645,Brain Coral,Sea Life,NULL,NULL
274646,Brain Coral,Water,NULL,NULL
7711,Brass Section,Musical Instrument,NULL,NULL
233,Bread,Food,NULL,NULL
5192,Bread Loaf,Bread,NULL,NULL
5193,Bread Loaf,Food,NULL,NULL
3570,Breakfast,Food,NULL,NULL
99609,Brewery,Building,NULL,NULL
99610,Brewery,Factory,NULL,NULL
4937,Bride,Clothing,NULL,NULL
4935,Bride,Fashion,NULL,NULL
4939,Bride,Gown,NULL,NULL
4933,Bride,Person,NULL,NULL
4934,Bride,Robe,NULL,NULL
4938,Bride,Wedding,NULL,NULL
4936,Bride,Wedding Gown,NULL,NULL
29809,Bridegroom,Person,NULL,NULL
29803,Bridegroom,Wedding,NULL,NULL
182156,Bridesmaid,Person,NULL,NULL
182151,Bridesmaid,Wedding,NULL,NULL
2442,Bridge,Building,NULL,NULL
9027,Brie,Food,NULL,NULL
1229,Broccoli,Food,NULL,NULL
1231,Broccoli,Plant,NULL,NULL
1230,Broccoli,Vegetable,NULL,NULL
273,Brochure,Advertisement,NULL,NULL
272,Brochure,Paper,NULL,NULL
274,Brochure,Poster,NULL,NULL
23885,Brooch,Accessories,NULL,NULL
23881,Brooch,Jewelry,NULL,NULL
75013,Brown Bear,Animal,NULL,NULL
75016,Brown Bear,Bear,NULL,NULL
75011,Brown Bear,Mammal,NULL,NULL
75019,Brown Bear,Wildlife,NULL,NULL
6403,Brownie,Chocolate,NULL,NULL
6409,Brownie,Cookie,NULL,NULL
6405,Brownie,Dessert,NULL,NULL
6407,Brownie,Food,NULL,NULL
12544,Brush,Tool,NULL,NULL
12353,Bud,Flower,NULL,NULL
12347,Bud,Plant,NULL,NULL
12343,Bud,Sprout,NULL,NULL
13012,Buddha,Art,NULL,NULL
13009,Buddha,Worship,NULL,NULL
21179,Buffalo,Animal,NULL,NULL
21186,Buffalo,Mammal,NULL,NULL
21183,Buffalo,Wildlife,NULL,NULL
674,Buffet,Cafeteria,NULL,NULL
673,Buffet,Food,NULL,NULL
671,Buffet,Meal,NULL,NULL
672,Buffet,Restaurant,NULL,NULL
10597,Buggy,Transportation,NULL,NULL
10596,Buggy,Vehicle,NULL,NULL
10612,Bull,Animal,NULL,NULL
10611,Bull,Mammal,NULL,NULL
243,Bulldog,Animal,NULL,NULL
246,Bulldog,Canine,NULL,NULL
242,Bulldog,Dog,NULL,NULL
244,Bulldog,Mammal,NULL,NULL
245,Bulldog,Pet,NULL,NULL
36346,Bulldozer,Tractor,NULL,NULL
36350,Bulldozer,Transportation,NULL,NULL
36348,Bulldozer,Vehicle,NULL,NULL
127221,Bullet Train,Train,NULL,NULL
127220,Bullet Train,Transportation,NULL,NULL
127222,Bullet Train,Vehicle,NULL,NULL
169980,Bullfighter,Person,NULL,NULL
15073,Bumblebee,Animal,NULL,NULL
15070,Bumblebee,Apidae,NULL,NULL
15076,Bumblebee,Bee,NULL,NULL
15084,Bumblebee,Insect,NULL,NULL
15080,Bumblebee,Invertebrate,NULL,NULL
9914,Bumper,Transportation,NULL,NULL
9911,Bumper,Vehicle,NULL,NULL
2798,Bun,Bread,NULL,NULL
2799,Bun,Food,NULL,NULL
263726,Bungee,Person,NULL,NULL
263729,Bungee,Rope,NULL,NULL
77568,Bunk Bed,Bed,NULL,NULL
77567,Bunk Bed,Furniture,NULL,NULL
6370,Bunker,Building,NULL,NULL
23685,Bunny,Animal,NULL,NULL
23679,Bunny,Mammal,NULL,NULL
23682,Bunny,Rodent,NULL,NULL
4069,Burger,Food,NULL,NULL
25392,Burrito,Food,NULL,NULL
13416,Bus,Transportation,NULL,NULL
13414,Bus,Vehicle,NULL,NULL
935,Bush,Plant,NULL,NULL
934,Bush,Vegetation,NULL,NULL
3284,Business Card,Paper,NULL,NULL
3285,Business Card,Text,NULL,NULL
84466,Butcher Shop,Shop,NULL,NULL
133681,Butter,Food,NULL,NULL
25051,Butterfly,Animal,NULL,NULL
25053,Butterfly,Insect,NULL,NULL
25055,Butterfly,Invertebrate,NULL,NULL
84815,Buzzard,Animal,NULL,NULL
84809,Buzzard,Bird,NULL,NULL
84803,Buzzard,Hawk,NULL,NULL
102766,Cab,Car,NULL,NULL
102768,Cab,Transportation,NULL,NULL
102767,Cab,Vehicle,NULL,NULL
30165,Cabbage,Food,NULL,NULL
30169,Cabbage,Plant,NULL,NULL
30167,Cabbage,Vegetable,NULL,NULL
8760,Cabin,Building,NULL,NULL
8761,Cabin,House,NULL,NULL
8759,Cabin,Housing,NULL,NULL
3787,Cabinet,Furniture,NULL,NULL
363089,Cable Car,Transportation,NULL,NULL
363090,Cable Car,Vehicle,NULL,NULL
15873,Cactus,Plant,NULL,NULL
6169,Cafe,Restaurant,NULL,NULL
670,Cafeteria,Restaurant,NULL,NULL
224,Cake,Dessert,NULL,NULL
223,Cake,Food,NULL,NULL
4537,Calendar,Text,NULL,NULL
83352,Calf,Animal,NULL,NULL
83340,Calf,Cattle,NULL,NULL
83346,Calf,Cow,NULL,NULL
83334,Calf,Mammal,NULL,NULL
5764,Calligraphy,Handwriting,NULL,NULL
5765,Calligraphy,Text,NULL,NULL
13995,Camera,Electronics,NULL,NULL
66697,Camera Lens,Electronics,NULL,NULL
318561,Camouflage,Military,NULL,NULL
318560,Camouflage,Military Uniform,NULL,NULL
10495,Camping,Person,NULL,NULL
5078,Can,Tin,NULL,NULL
30890,Canal,Outdoors,NULL,NULL
30892,Canal,Water,NULL,NULL
169969,Canary,Animal,NULL,NULL
169967,Canary,Bird,NULL,NULL
2340,Candy,Food,NULL,NULL
62687,Cane,Stick,NULL,NULL
171,Canine,Animal,NULL,NULL
172,Canine,Mammal,NULL,NULL
5084,Canned Goods,Aluminium,NULL,NULL
5081,Canned Goods,Can,NULL,NULL
5083,Canned Goods,Food,NULL,NULL
5082,Canned Goods,Tin,NULL,NULL
30436,Cannon,Weapon,NULL,NULL
4329,Canoe,Boat,NULL,NULL
4326,Canoe,Rowboat,NULL,NULL
4328,Canoe,Transportation,NULL,NULL
4327,Canoe,Vehicle,NULL,NULL
225400,Canyon,Mountain,NULL,NULL
225402,Canyon,Nature,NULL,NULL
225396,Canyon,Outdoors,NULL,NULL
225398,Canyon,Valley,NULL,NULL
901,Cap,Clothing,NULL,NULL
900,Cap,Hat,NULL,NULL
43577,Cape,Clothing,NULL,NULL
256099,Captain,Military,NULL,NULL
256097,Captain,Military Uniform,NULL,NULL
256103,Captain,Officer,NULL,NULL
256101,Captain,Person,NULL,NULL
258,Car,Transportation,NULL,NULL
257,Car,Vehicle,NULL,NULL
10603,Car Dealership,Car,NULL,NULL
10604,Car Dealership,Transportation,NULL,NULL
10602,Car Dealership,Vehicle,NULL,NULL
4118,Car Mirror,Mirror,NULL,NULL
10797,Car Show,Car,NULL,NULL
10794,Car Show,Transportation,NULL,NULL
10799,Car Show,Vehicle,NULL,NULL
30284,Car Wash,Car,NULL,NULL
30282,Car Wash,Transportation,NULL,NULL
30280,Car Wash,Vehicle,NULL,NULL
463,Car Wheel,Machine,NULL,NULL
464,Car Wheel,Tire,NULL,NULL
462,Car Wheel,Wheel,NULL,NULL
74261,Caramel,Dessert,NULL,NULL
74260,Caramel,Food,NULL,NULL
12405,Caravan,Transportation,NULL,NULL
12407,Caravan,Van,NULL,NULL
12403,Caravan,Vehicle,NULL,NULL
55067,Cardigan,Clothing,NULL,NULL
55064,Cardigan,Sweater,NULL,NULL
27226,Cardinal,Animal,NULL,NULL
27223,Cardinal,Bird,NULL,NULL
25006,Cargo,Transportation,NULL,NULL
25005,Cargo,Vehicle,NULL,NULL
3685,Carnation,Flower,NULL,NULL
3684,Carnation,Plant,NULL,NULL
26520,Carnival,Crowd,NULL,NULL
26523,Carnival,Person,NULL,NULL
6876,Carp,Animal,NULL,NULL
6871,Carp,Fish,NULL,NULL
191293,Carpenter,Person,NULL,NULL
64029,Carriage,Transportation,NULL,NULL
64026,Carriage,Vehicle,NULL,NULL
18378,Carrot,Food,NULL,NULL
18373,Carrot,Plant,NULL,NULL
18368,Carrot,Vegetable,NULL,NULL
3786,Carton,Box,NULL,NULL
3785,Carton,Cardboard,NULL,NULL
173172,Cash Machine,Machine,NULL,NULL
117049,Castle,Architecture,NULL,NULL
117050,Castle,Building,NULL,NULL
391,Cat,Animal,NULL,NULL
392,Cat,Mammal,NULL,NULL
390,Cat,Pet,NULL,NULL
120238,Cathedral,Architecture,NULL,NULL
120236,Cathedral,Building,NULL,NULL
120237,Cathedral,Church,NULL,NULL
10617,Cattle,Animal,NULL,NULL
10616,Cattle,Mammal,NULL,NULL
1232,Cauliflower,Food,NULL,NULL
1234,Cauliflower,Plant,NULL,NULL
1233,Cauliflower,Vegetable,NULL,NULL
129734,Cave,Nature,NULL,NULL
6877,Cd Player,Electronics,NULL,NULL
26267,Ceiling Fan,Appliance,NULL,NULL
4333,Cell Phone,Electronics,NULL,NULL
4332,Cell Phone,Phone,NULL,NULL
3954,Cello,Musical Instrument,NULL,NULL
325854,Chain Mail,Armor,NULL,NULL
48512,Chain Saw,Tool,NULL,NULL
296,Chair,Furniture,NULL,NULL
76029,Chandelier,Lamp,NULL,NULL
6867,Cheetah,Animal,NULL,NULL
6864,Cheetah,Mammal,NULL,NULL
6861,Cheetah,Wildlife,NULL,NULL
68343,Chef,Person,NULL,NULL
18719,Cherry,Food,NULL,NULL
18723,Cherry,Fruit,NULL,NULL
18727,Cherry,Plant,NULL,NULL
3050,Cherry Blossom,Flower,NULL,NULL
3051,Cherry Blossom,Plant,NULL,NULL
17936,Chess,Game,NULL,NULL
17938,Chess,Person,NULL,NULL
7820,Chicken,Animal,NULL,NULL
7822,Chicken,Bird,NULL,NULL
7819,Chicken,Fowl,NULL,NULL
7824,Chicken,Poultry,NULL,NULL
13705,Chihuahua,Animal,NULL,NULL
13701,Chihuahua,Canine,NULL,NULL
13699,Chihuahua,Dog,NULL,NULL
13707,Chihuahua,Mammal,NULL,NULL
13703,Chihuahua,Pet,NULL,NULL
765,Child,Person,NULL,NULL
12685,Chime,Musical Instrument,NULL,NULL
10789,China Cabinet,Cabinet,NULL,NULL
10792,China Cabinet,Furniture,NULL,NULL
85011,Chinchilla,Animal,NULL,NULL
85016,Chinchilla,Mammal,NULL,NULL
85021,Chinchilla,Rodent,NULL,NULL
4090,Chocolate,Dessert,NULL,NULL
4091,Chocolate,Food,NULL,NULL
152028,Chow,Animal,NULL,NULL
152017,Chow,Canine,NULL,NULL
152024,Chow,Dog,NULL,NULL
152020,Chow,Mammal,NULL,NULL
152014,Chow,Pet,NULL,NULL
109602,Christmas Stocking,Gift,NULL,NULL
109603,Christmas Stocking,Stocking,NULL,NULL
4145,Christmas Tree,Ornament,NULL,NULL
4147,Christmas Tree,Plant,NULL,NULL
4146,Christmas Tree,Tree,NULL,NULL
27603,Church,Architecture,NULL,NULL
27601,Church,Building,NULL,NULL
8965,Cinema,Indoors,NULL,NULL
8976,Cinema,Interior Design,NULL,NULL
8973,Cinema,Room,NULL,NULL
8969,Cinema,Theater,NULL,NULL
274016,Circus,Leisure Activities,NULL,NULL
1323,Citrus Fruit,Food,NULL,NULL
1324,Citrus Fruit,Fruit,NULL,NULL
1325,Citrus Fruit,Plant,NULL,NULL
733,City,Building,NULL,NULL
732,City,Urban,NULL,NULL
2346,Clam,Animal,NULL,NULL
2347,Clam,Invertebrate,NULL,NULL
2348,Clam,Sea Life,NULL,NULL
2345,Clam,Seashell,NULL,NULL
155,Clamp,Tool,NULL,NULL
8771,Classroom,Indoors,NULL,NULL
8765,Classroom,Room,NULL,NULL
8768,Classroom,School,NULL,NULL
101270,Claw,Hook,NULL,NULL
24176,Cleaning,Person,NULL,NULL
6498,Cliff,Nature,NULL,NULL
6500,Cliff,Outdoors,NULL,NULL
65590,Climbing,Outdoors,NULL,NULL
65591,Climbing,Person,NULL,NULL
65592,Climbing,Sport,NULL,NULL
26108,Cloak,Clothing,NULL,NULL
26102,Cloak,Fashion,NULL,NULL
2495,Clock Tower,Architecture,NULL,NULL
2496,Clock Tower,Building,NULL,NULL
2497,Clock Tower,Tower,NULL,NULL
78715,Clogs,Clothing,NULL,NULL
78713,Clogs,Footwear,NULL,NULL
78714,Clogs,Shoe,NULL,NULL
6740,Closet,Furniture,NULL,NULL
234115,Clothes Iron,Appliance,NULL,NULL
1033,Cloud,Nature,NULL,NULL
1034,Cloud,Outdoors,NULL,NULL
1032,Cloud,Sky,NULL,NULL
42599,Clown,Performer,NULL,NULL
42597,Clown,Person,NULL,NULL
238096,Clutch Wheel,Gear,NULL,NULL
238093,Clutch Wheel,Machine,NULL,NULL
238098,Clutch Wheel,Spoke,NULL,NULL
238090,Clutch Wheel,Wheel,NULL,NULL
2948,Coast,Nature,NULL,NULL
2949,Coast,Outdoors,NULL,NULL
2947,Coast,Sea,NULL,NULL
2950,Coast,Shoreline,NULL,NULL
2946,Coast,Water,NULL,NULL
2396,Coast Guard,Military,NULL,NULL
260650,Coaster,Amusement Park,NULL,NULL
153,Coat,Clothing,NULL,NULL
142925,Cobblestone,Path,NULL,NULL
142935,Cobblestone,Sidewalk,NULL,NULL
142929,Cobblestone,Walkway,NULL,NULL
359717,Cobra,Animal,NULL,NULL
359716,Cobra,Reptile,NULL,NULL
359718,Cobra,Snake,NULL,NULL
72057,Coca,Beverage,NULL,NULL
26888,Cock Bird,Animal,NULL,NULL
26897,Cock Bird,Bird,NULL,NULL
26895,Cock Bird,Chicken,NULL,NULL
26890,Cock Bird,Fowl,NULL,NULL
26892,Cock Bird,Poultry,NULL,NULL
45566,Cockatoo,Animal,NULL,NULL
45564,Cockatoo,Bird,NULL,NULL
45561,Cockatoo,Parrot,NULL,NULL
4236,Cocker Spaniel,Animal,NULL,NULL
4237,Cocker Spaniel,Canine,NULL,NULL
4235,Cocker Spaniel,Dog,NULL,NULL
4238,Cocker Spaniel,Mammal,NULL,NULL
4234,Cocker Spaniel,Pet,NULL,NULL
225947,Cockroach,Animal,NULL,NULL
225952,Cockroach,Insect,NULL,NULL
225942,Cockroach,Invertebrate,NULL,NULL
6008,Cocktail,Alcohol,NULL,NULL
6007,Cocktail,Beverage,NULL,NULL
4095,Cocoa,Chocolate,NULL,NULL
4096,Cocoa,Dessert,NULL,NULL
4097,Cocoa,Food,NULL,NULL
4098,Cocoa,Fudge,NULL,NULL
125164,Coconut,Food,NULL,NULL
125162,Coconut,Fruit,NULL,NULL
125160,Coconut,Nut,NULL,NULL
125163,Coconut,Plant,NULL,NULL
125161,Coconut,Vegetable,NULL,NULL
211500,Cod,Animal,NULL,NULL
211497,Cod,Fish,NULL,NULL
2613,Coffee Cup,Cup,NULL,NULL
12593,Coffee Table,Furniture,NULL,NULL
12594,Coffee Table,Table,NULL,NULL
16093,Coho,Animal,NULL,NULL
16091,Coho,Fish,NULL,NULL
5374,Coil,Spiral,NULL,NULL
28424,Coin,Money,NULL,NULL
72055,Coke,Beverage,NULL,NULL
278,Collage,Advertisement,NULL,NULL
279,Collage,Poster,NULL,NULL
50326,Collar,Accessories,NULL,NULL
19313,Collie,Animal,NULL,NULL
19301,Collie,Canine,NULL,NULL
19307,Collie,Dog,NULL,NULL
19310,Collie,Mammal,NULL,NULL
19304,Collie,Pet,NULL,NULL
7951,Colt Horse,Animal,NULL,NULL
7950,Colt Horse,Horse,NULL,NULL
7952,Colt Horse,Mammal,NULL,NULL
5197,Column,Architecture,NULL,NULL
5196,Column,Building,NULL,NULL
119839,Comet,Astronomy,NULL,NULL
119843,Comet,Nature,NULL,NULL
119841,Comet,Night,NULL,NULL
119840,Comet,Outdoors,NULL,NULL
119842,Comet,Outer Space,NULL,NULL
11533,Comics,Book,NULL,NULL
3905,Computer,Electronics,NULL,NULL
4801,Computer Hardware,Computer,NULL,NULL
4802,Computer Hardware,Electronics,NULL,NULL
4800,Computer Hardware,Hardware,NULL,NULL
4797,Computer Keyboard,Computer,NULL,NULL
4794,Computer Keyboard,Computer Hardware,NULL,NULL
4798,Computer Keyboard,Electronics,NULL,NULL
4796,Computer Keyboard,Hardware,NULL,NULL
4795,Computer Keyboard,Keyboard,NULL,NULL
27131,Concert,Crowd,NULL,NULL
27128,Concert,Person,NULL,NULL
49313,Conch,Animal,NULL,NULL
49321,Conch,Invertebrate,NULL,NULL
49325,Conch,Sea Life,NULL,NULL
49317,Conch,Seashell,NULL,NULL
2994,Condo,Building,NULL,NULL
2993,Condo,Housing,NULL,NULL
56330,Condor,Animal,NULL,NULL
56332,Condor,Bird,NULL,NULL
56334,Condor,Vulture,NULL,NULL
1084,Confectionery,Food,NULL,NULL
55804,Conference Room,Indoors,NULL,NULL
55801,Conference Room,Room,NULL,NULL
4412,Confetti,Paper,NULL,NULL
378138,Conga,Drum,NULL,NULL
378140,Conga,Leisure Activities,NULL,NULL
378139,Conga,Musical Instrument,NULL,NULL
378137,Conga,Percussion,NULL,NULL
1303,Conifer,Plant,NULL,NULL
1302,Conifer,Tree,NULL,NULL
46588,Control Tower,Architecture,NULL,NULL
46590,Control Tower,Building,NULL,NULL
46592,Control Tower,Tower,NULL,NULL
3016,Convention Center,Architecture,NULL,NULL
3017,Convention Center,Building,NULL,NULL
1007,Convertible,Car,NULL,NULL
1008,Convertible,Transportation,NULL,NULL
1009,Convertible,Vehicle,NULL,NULL
2651,Cooker,Appliance,NULL,NULL
4089,Cookie,Food,NULL,NULL
2670,Cooktop,Indoors,NULL,NULL
12200,Cooler,Appliance,NULL,NULL
93219,Coral Reef,Animal,NULL,NULL
93210,Coral Reef,Nature,NULL,NULL
93200,Coral Reef,Outdoors,NULL,NULL
93190,Coral Reef,Reef,NULL,NULL
93195,Coral Reef,Sea,NULL,NULL
93205,Coral Reef,Sea Life,NULL,NULL
93215,Coral Reef,Water,NULL,NULL
260998,Cormorant,Animal,NULL,NULL
260996,Cormorant,Bird,NULL,NULL
261000,Cormorant,Waterfowl,NULL,NULL
52220,Corn,Food,NULL,NULL
52217,Corn,Plant,NULL,NULL
52224,Corn,Vegetable,NULL,NULL
234,Cornbread,Bread,NULL,NULL
235,Cornbread,Food,NULL,NULL
131206,Corset,Clothing,NULL,NULL
96725,Cosplay,Costume,NULL,NULL
2499,Cottage,Building,NULL,NULL
2500,Cottage,House,NULL,NULL
2501,Cottage,Housing,NULL,NULL
287,Couch,Furniture,NULL,NULL
315,Countryside,Nature,NULL,NULL
316,Countryside,Outdoors,NULL,NULL
974,Coupe,Car,NULL,NULL
975,Coupe,Sports Car,NULL,NULL
973,Coupe,Transportation,NULL,NULL
972,Coupe,Vehicle,NULL,NULL
52835,Court,Indoors,NULL,NULL
52832,Court,Room,NULL,NULL
129743,Cove,Cave,NULL,NULL
129742,Cove,Coast,NULL,NULL
129745,Cove,Nature,NULL,NULL
129747,Cove,Outdoors,NULL,NULL
129744,Cove,Sea,NULL,NULL
129748,Cove,Shoreline,NULL,NULL
129746,Cove,Water,NULL,NULL
10623,Cow,Animal,NULL,NULL
10618,Cow,Cattle,NULL,NULL
10621,Cow,Mammal,NULL,NULL
17605,Cowboy Boot,Boot,NULL,NULL
17607,Cowboy Boot,Clothing,NULL,NULL
17604,Cowboy Boot,Footwear,NULL,NULL
17388,Cowboy Hat,Clothing,NULL,NULL
17390,Cowboy Hat,Hat,NULL,NULL
38152,Coyote,Animal,NULL,NULL
38153,Coyote,Mammal,NULL,NULL
126405,Cpu,Computer,NULL,NULL
126406,Cpu,Computer Hardware,NULL,NULL
126407,Cpu,Electronic Chip,NULL,NULL
126404,Cpu,Electronics,NULL,NULL
126408,Cpu,Hardware,NULL,NULL
101271,Crab,Animal,NULL,NULL
101274,Crab,Food,NULL,NULL
101264,Crab,Sea Life,NULL,NULL
101268,Crab,Seafood,NULL,NULL
2862,Cracker,Bread,NULL,NULL
2861,Cracker,Food,NULL,NULL
42530,Cradle,Furniture,NULL,NULL
25661,Crane Bird,Animal,NULL,NULL
25665,Crane Bird,Bird,NULL,NULL
3811,Crash Helmet,Clothing,NULL,NULL
3812,Crash Helmet,Helmet,NULL,NULL
2585,Crate,Box,NULL,NULL
27080,Crawdad,Animal,NULL,NULL
27078,Crawdad,Food,NULL,NULL
27076,Crawdad,Sea Life,NULL,NULL
27073,Crawdad,Seafood,NULL,NULL
19843,Crawling,Person,NULL,NULL
1088,Cream,Dessert,NULL,NULL
1087,Cream,Food,NULL,NULL
30523,Credit Card,Text,NULL,NULL
926,Creek,Nature,NULL,NULL
925,Creek,Outdoors,NULL,NULL
923,Creek,Stream,NULL,NULL
924,Creek,Water,NULL,NULL
1086,Creme,Dessert,NULL,NULL
1085,Creme,Food,NULL,NULL
218,Crib,Furniture,NULL,NULL
53041,Cricket,Person,NULL,NULL
53043,Cricket,Sport,NULL,NULL
42784,Cricket Insect,Animal,NULL,NULL
42785,Cricket Insect,Insect,NULL,NULL
42783,Cricket Insect,Invertebrate,NULL,NULL
143439,Crocodile,Animal,NULL,NULL
143443,Crocodile,Reptile,NULL,NULL
8276,Crocus,Flower,NULL,NULL
8274,Crocus,Plant,NULL,NULL
102122,Croissant,Food,NULL,NULL
84154,Croquet,Person,NULL,NULL
84149,Croquet,Sport,NULL,NULL
8261,Cross,Symbol,NULL,NULL
37582,Cross Country,Person,NULL,NULL
37578,Cross Country,Sport,NULL,NULL
97477,Crossword Puzzle,Game,NULL,NULL
123068,Crossword Puzzle,Person,NULL,NULL
53331,Crow,Animal,NULL,NULL
53330,Crow,Bird,NULL,NULL
3112,Crowd,Person,NULL,NULL
287959,Crown,Accessories,NULL,NULL
287961,Crown,Jewelry,NULL,NULL
8258,Crucifix,Cross,NULL,NULL
8259,Crucifix,Symbol,NULL,NULL
5749,Cruise Ship,Ship,NULL,NULL
5751,Cruise Ship,Transportation,NULL,NULL
5750,Cruise Ship,Vehicle,NULL,NULL
2380,Cruiser,Military,NULL,NULL
2378,Cruiser,Navy,NULL,NULL
2376,Cruiser,Ship,NULL,NULL
2379,Cruiser,Transportation,NULL,NULL
2377,Cruiser,Vehicle,NULL,NULL
42693,Cucumber,Food,NULL,NULL
42691,Cucumber,Plant,NULL,NULL
42695,Cucumber,Vegetable,NULL,NULL
22675,Culinary,Food,NULL,NULL
1035,Cumulus,Cloud,NULL,NULL
1039,Cumulus,Nature,NULL,NULL
1037,Cumulus,Outdoors,NULL,NULL
1036,Cumulus,Sky,NULL,NULL
1038,Cumulus,Weather,NULL,NULL
6744,Cupboard,Closet,NULL,NULL
6742,Cupboard,Furniture,NULL,NULL
4132,Cupcake,Cake,NULL,NULL
4134,Cupcake,Cream,NULL,NULL
4133,Cupcake,Dessert,NULL,NULL
4135,Cupcake,Food,NULL,NULL
3886,Curry,Food,NULL,NULL
1095,Custard,Food,NULL,NULL
9323,Cyclist,Bicycle,NULL,NULL
9319,Cyclist,Person,NULL,NULL
9321,Cyclist,Sport,NULL,NULL
9325,Cyclist,Transportation,NULL,NULL
9328,Cyclist,Vehicle,NULL,NULL
11490,Daffodil,Flower,NULL,NULL
11488,Daffodil,Plant,NULL,NULL
74616,Dagger,Blade,NULL,NULL
74614,Dagger,Knife,NULL,NULL
74618,Dagger,Weapon,NULL,NULL
11449,Dahlia,Flower,NULL,NULL
11444,Dahlia,Plant,NULL,NULL
24900,Dairy Cow,Animal,NULL,NULL
24903,Dairy Cow,Cattle,NULL,NULL
24896,Dairy Cow,Cow,NULL,NULL
24892,Dairy Cow,Mammal,NULL,NULL
3853,Daisies,Flower,NULL,NULL
3852,Daisies,Plant,NULL,NULL
3856,Daisy,Flower,NULL,NULL
3855,Daisy,Plant,NULL,NULL
205688,Dalmatian,Animal,NULL,NULL
205676,Dalmatian,Canine,NULL,NULL
205680,Dalmatian,Dog,NULL,NULL
205692,Dalmatian,Mammal,NULL,NULL
205684,Dalmatian,Pet,NULL,NULL
102139,Dam,Nature,NULL,NULL
102145,Dam,Outdoors,NULL,NULL
102141,Dam,River,NULL,NULL
102147,Dam,Water,NULL,NULL
7710,Dance,Person,NULL,NULL
6261,Dance Pose,Leisure Activities,NULL,NULL
45470,Dandelion,Flower,NULL,NULL
45474,Dandelion,Plant,NULL,NULL
143288,Darts,Game,NULL,NULL
143292,Darts,Person,NULL,NULL
5999,Dating,Person,NULL,NULL
4442,Dawn,Nature,NULL,NULL
4443,Dawn,Outdoors,NULL,NULL
4444,Dawn,Sky,NULL,NULL
116173,Debate,Audience,NULL,NULL
116174,Debate,Crowd,NULL,NULL
116175,Debate,Person,NULL,NULL
116172,Debate,Speech,NULL,NULL
215,Deck,Porch,NULL,NULL
23735,Deer,Animal,NULL,NULL
23730,Deer,Mammal,NULL,NULL
23733,Deer,Wildlife,NULL,NULL
75333,Deli,Food,NULL,NULL
75330,Deli,Shop,NULL,NULL
436,Denim,Clothing,NULL,NULL
437,Denim,Pants,NULL,NULL
93730,Dentist,Person,NULL,NULL
12654,Deodorant,Cosmetics,NULL,NULL
2525,Desert,Nature,NULL,NULL
2526,Desert,Outdoors,NULL,NULL
2285,Desk,Furniture,NULL,NULL
2286,Desk,Table,NULL,NULL
78732,Desktop,Computer,NULL,NULL
78731,Desktop,Electronics,NULL,NULL
225,Dessert,Food,NULL,NULL
2393,Destroyer,Military,NULL,NULL
2394,Destroyer,Navy,NULL,NULL
